,_id,位置,名称,均价
237,5b7f6ddae7986a2e106aae89,[?惠山?钱桥?]?盛岸西路与锡宜路交叉口东南侧,万健商业广场,
238,5b7f6ddae7986a2e106aae8a,[?宜兴?宜城?]?绿园路与兴业路交汇处,宜兴中梁首府壹号,
239,5b7f6ddae7986a2e106aae8b,[?滨湖?河埒?]?住友路近湖滨路,中建溪岸观邸,21000
240,5b7f6ddbe7986a2e106aae8c,[?惠山?洛社?]?新钱路,洛城紫园,11000
241,5b7f6ddbe7986a2e106aae8d,[?新吴?江溪?]?江溪路28号（新城中央公园对面）,金科米兰商铺,19000
242,5b7f6ddbe7986a2e106aae8e,[?宜兴?宜城?]?太湖大道、学府东路交叉处（新省宜中东...,优湖美地花园,12500
243,5b7f6ddbe7986a2e106aae8f,[?锡山?东港?]?健康路和香山路交汇处,港下红豆万花城,300
244,5b7f6ddbe7986a2e106aae90,[?滨湖?太湖?]?立信大道与和畅路（原方庙路）交汇处,海岸城八方汇,30000
245,5b7f6ddbe7986a2e106aae91,[?锡山?东亭?]?华夏中路3号,华夏文华国际,13000
246,5b7f6ddbe7986a2e106aae92,[?滨湖?河埒?]?青祁路与建筑路交汇处（新梁溪人家对面...,香槟街铂悦府,21000
247,5b7f6ddbe7986a2e106aae93,[?梁溪?崇安?]?解放北路20号,保利达江湾城,18000
248,5b7f6ddbe7986a2e106aae94,[?滨湖?河埒?]?运河西路西侧(航运大厦南侧),嘉德港与城,
249,5b7f6ddbe7986a2e106aae95,[?锡山?锡北?]?锡沙路与振新路交叉口东南侧,天富广场,10000
250,5b7f6ddbe7986a2e106aae96,[?宜兴?宜城?]?龙池路近氿滨大道,金水名都,12500
251,5b7f6ddbe7986a2e106aae97,[?惠山?堰桥?]?春惠路198号,长安哥伦布广场,40000
252,5b7f6ddbe7986a2e106aae98,[?宜兴?高塍镇?]?新城大道和振兴路交汇处,尚水名筑,7500
253,5b7f6ddbe7986a2e106aae99,[?锡山?东亭?]?东亭中路20号（东亭路与二泉路交叉口）,晶石国际中心,10000
254,5b7f6ddbe7986a2e106aae9a,[?宜兴?宜城?]?东氿南岸（帕佛伦斯酒店往南200米）,岭秀首府,
255,5b7f6ddbe7986a2e106aae9b,"[?锡山?锡东?]?新华路,近兴吴路",世贸中心酒店,
256,5b7f6ddbe7986a2e106aae9c,[?锡山?锡东?]?高铁站商务区丹山路东、延庆街南,天宇商务大厦,
257,5b7f6ddbe7986a2e106aae9d,[?滨湖?太湖?]?新城主干道和风路和立德道的交叉路口,无锡商会大厦,10000
258,5b7f6ddbe7986a2e106aae9e,[?宜兴?丁蜀?]?通蜀东路和双桥路交汇（原韩国城）,恒天紫金城,11000
259,5b7f6ddbe7986a2e106aae9f,[?锡山?东北塘?]?东亭北路与芙蓉六路交汇处,枫林晚,
260,5b7f6ddbe7986a2e106aaea0,[?锡山?八士?]?友谊北路与锡港路交界处,翠竹芙蓉山庄,
261,5b7f6ddbe7986a2e106aaea1,[?锡山?锡东?]?和祥路210号（新华路与和祥路交汇处）,无锡明园商务大厦,10000
262,5b7f6ddbe7986a2e106aaea2,[?新吴?鸿山?]?德育路201号(锦鸿路与德育路交汇处),明园星都,
263,5b7f6ddbe7986a2e106aaea3,[?梁溪?南长?]?建筑路400号（大统华超市旁）,无锡保华旺苑,
264,5b7f6ddbe7986a2e106aaea4,[?滨湖?太湖?]?太湖大道隐秀路1888号（太湖大道与隐秀...,上海中心城开国际写字楼,17000
265,5b7f6ddbe7986a2e106aaea5,[?滨湖?太湖?]?立信大道与金融六街交汇处东南侧,银华金融大厦,
266,5b7f6ddbe7986a2e106aaea6,[?新吴?旺庄?]?行创四路与锡新一路交叉口西100米（松...,星洲科技商务园,7800
267,5b7f6ddbe7986a2e106aaea7,[?宜兴?丁蜀?]?陶都路与川埠路交叉口西北角 紫砂村对...,陶里文化商业街,
268,5b7f6ddbe7986a2e106aaea8,[?锡山?东亭?]?春晖路35号（团结路春晖路交叉口往东8...,华荣春晖科技园,
269,5b7f6ddbe7986a2e106aaea9,[?锡山?东北塘?]?芙蓉六路8号,IN立方创新空间,
270,5b7f6ddce7986a2e106aaeaa,[?惠山?玉祁?]?锡玉路与湖西路的交汇口,塞纳公馆,
271,5b7f6ddce7986a2e106aaeab,[?滨湖?河埒?]?运河西路西侧(航运大厦南侧),嘉德港与城,
272,5b7f6ddce7986a2e106aaeac,[?锡山?锡北?]?秀泉路近泉星路,锡北泉山中心商业广场,50
273,5b7f6ddce7986a2e106aaead,[?锡山?锡北?]?锡沙路与振新路交叉口东南侧,天富广场,10000
274,5b7f6ddce7986a2e106aaeae,[?宜兴?宜城?]?龙池路近氿滨大道,金水名都,12500
275,5b7f6ddce7986a2e106aaeaf,[?惠山?堰桥?]?春惠路198号,长安哥伦布广场,40000
276,5b7f6ddce7986a2e106aaeb0,[?宜兴?高塍镇?]?新城大道和振兴路交汇处,尚水名筑,7500
277,5b7f6ddce7986a2e106aaeb1,[?新吴?鸿山?]?锦鸿路以北、飞凤路以西、经十二路以东,奥体紫兰园,
278,5b7f6ddce7986a2e106aaeb2,[?新吴?坊前?]?金城东路333号（五洲国际工业博览城东...,中国工业博览园工业设计中心,7000
279,5b7f6ddce7986a2e106aaeb3,[?锡山?东亭?]?东亭中路20号（东亭路与二泉路交叉口）,晶石国际中心,10000
280,5b7f6ddce7986a2e106aaeb4,[?梁溪?北塘?]?梁溪区新惠路惠东路交叉口东南角,绿地西水晶舍,
281,5b7f6ddce7986a2e106aaeb5,[?宜兴?宜城?]?东氿南岸（帕佛伦斯酒店往南200米）,岭秀首府,
282,5b7f6ddce7986a2e106aaeb6,[?滨湖?河埒?]?建筑西路99号（宝通大厦附近）,节能环保大厦,
283,5b7f6ddce7986a2e106aaeb7,"[?锡山?锡东?]?新华路,近兴吴路",世贸中心酒店,
284,5b7f6ddce7986a2e106aaeb8,[?锡山?锡东?]?高铁站商务区丹山路东、延庆街南,天宇商务大厦,
285,5b7f6ddce7986a2e106aaeb9,[?滨湖?河埒?]?梁溪路与青祁路交叉口东南侧,康桥府,
286,5b7f6ddce7986a2e106aaeba,[?宜兴?高塍?]?远东大道66号,中国宜兴国际环保城,
287,5b7f6ddce7986a2e106aaebb,[?滨湖?太湖?]?新城主干道和风路和立德道的交叉路口,无锡商会大厦,10000
288,5b7f6ddce7986a2e106aaebc,[?宜兴?丁蜀?]?通蜀东路和双桥路交汇（原韩国城）,恒天紫金城,11000
289,5b7f6ddce7986a2e106aaebd,[?惠山?洛社?]?盛岸西路591号,港龙财智国际,
290,5b7f6ddce7986a2e106aaebe,[?宜兴?宜城?]?宜兴市太湖大道与新源路交汇处,碧桂园湖悦天境,11500
291,5b7f6ddce7986a2e106aaebf,[?新吴?新安?]?菱湖大道和清源路交汇处西南侧,中广拾萬方,
292,5b7f6ddce7986a2e106aaec0,[?滨湖?太湖?]?高浪路与菱湖大道交叉路口,天安智慧城,6800
293,5b7f6ddce7986a2e106aaec1,[?新吴?梅村?]?新华路与梅里中路交界,梅里古都,
294,5b7f6ddce7986a2e106aaec2,[?锡山?锡北?]?锡北镇S228与西新路交汇处,无锡欢乐海洋世界,
295,5b7f6ddce7986a2e106aaec3,[?惠山?钱桥?]?文良路50号,青春假日风情时尚街区,36000
296,5b7f6ddce7986a2e106aaec4,[?锡山?锡东?]?团结大道与春晖路交界口,索立得科技社区,7000
297,5b7f6ddce7986a2e106aaec5,[?梁溪?北塘?]?民丰路200号,锋尚文创中心,8900
298,5b7f6ddce7986a2e106aaec6,[?新吴?旺庄?]?高浪东路19号（高浪路与锡士路交汇处，...,第一上海广场,12000
299,5b7f6ddce7986a2e106aaec7,[?新吴?新安?]?具区路与净慧东路东北侧,无锡北邮国昊物联生态园,7500
300,5b7f6ddce7986a2e106aaec8,[?新吴?新安?]?菱湖大道和清源路交汇处西南侧,中广拾萬方,
301,5b7f6ddce7986a2e106aaec9,[?滨湖?太湖?]?高浪路与菱湖大道交叉路口,天安智慧城,6800
302,5b7f6ddce7986a2e106aaeca,[?新吴?梅村?]?新华路与梅里中路交界,梅里古都,
303,5b7f6ddce7986a2e106aaecb,[?锡山?锡北?]?锡北镇S228与西新路交汇处,无锡欢乐海洋世界,
304,5b7f6ddce7986a2e106aaecc,[?惠山?钱桥?]?文良路50号,青春假日风情时尚街区,36000
305,5b7f6ddce7986a2e106aaecd,[?惠山?钱桥?]?上伟路与钱洛路交汇处,西溪悠然街,30000
306,5b7f6ddce7986a2e106aaece,[?锡山?锡东?]?高铁商务区广诚路东、延庆街南,华夏大厦,
307,5b7f6ddce7986a2e106aaecf,[?锡山?锡东?]?丹山路西、东翔路北,红豆东方财富广场,
308,5b7f6ddce7986a2e106aaed0,[?梁溪?南长?]?南长街与塘泾路交叉口（水仙道院南侧）,蓝城无锡江南里,
309,5b7f6ddce7986a2e106aaed1,[?宜兴?芳桥?]?芳溪路,宜兴碧桂园,11000
310,5b7f6ddce7986a2e106aaed2,[?新吴?新安?]?菱湖大道180-8号（菱湖大道和风路交叉...,锡通科技大厦,
311,5b7f6ddce7986a2e106aaed3,[?锡山?锡东?]?高铁站商务区翠山路东、兴吴路北,无锡世奥广场地块,
312,5b7f6ddce7986a2e106aaed4,[?新吴?梅村?]?梅西路与泰伯大道交叉口西北侧,路劲梅村脱普地块,
313,5b7f6ddce7986a2e106aaed5,[?锡山?东港?]?东港路北、金星路东,华夏东港镇项目,
314,5b7f6ddce7986a2e106aaed6,[?新吴?新安?]?太湖国际科技园（华新北路与净慧东道交...,恒基创意生活城项目,
315,5b7f6ddce7986a2e106aaed7,[?新吴?硕放?]?薛典路东侧，经一路西侧,中凯润投资硕放项目,
316,5b7f6ddce7986a2e106aaed8,[?新吴?硕放?]?薛典路东侧、经一路西侧,中锦城硕放项目,
317,5b7f6ddce7986a2e106aaed9,[?滨湖?太湖?]?立信大道与和风路交汇处东北角,紫光置业立信大道项目,
318,5b7f6ddce7986a2e106aaeda,[?惠山?洛社?]?洛城大道与雅中路交叉口东北侧,国瑞洛社新城15号地块,
319,5b7f6ddce7986a2e106aaedb,[?锡山?东亭?]?东亭路与春新路交叉口西北侧,光明长椿金属地块,
320,5b7f6ddce7986a2e106aaedc,[?滨湖?蠡湖?]?经贸路与隐秀路交叉口西北侧,蠡湖花都隐秀路项目,
321,5b7f6ddce7986a2e106aaedd,[?滨湖?太湖?]?具区路与贡湖大道交叉口西北侧,中瑞一号项目,
322,5b7f6ddce7986a2e106aaede,[?滨湖?太湖?]?立信大道与和风路交叉口东北侧,北国投资立信大道项目,
323,5b7f6ddce7986a2e106aaedf,[?滨湖?马山?]?渔港路与观湖路交叉口西南侧,首开永泰渔港路地块,
324,5b7f6ddce7986a2e106aaee0,[?锡山?东港?]?联群路东、东港大道北,美的市民公园北地块,
325,5b7f6ddce7986a2e106aaee1,[?滨湖?河埒?]?梁溪路与蠡溪路交叉口西北侧,雅居乐紫金伴山南地块,
326,5b7f6ddce7986a2e106aaee2,[?梁溪?南长?]?清扬路东侧，现状通扬路以西，南、北两...,星海南扬华庭项目,
327,5b7f6ddce7986a2e106aaee3,[?梁溪?崇安?]?锡沪西路与北新河交汇处,火车站北广场综合体地块,
328,5b7f6ddce7986a2e106aaee4,[?梁溪?崇安?]?新生路与人民中路交汇处（苏宁电器旁）,小娄巷历史街区项目,
329,5b7f6ddce7986a2e106aaee5,[?惠山?钱桥?]?锡宜高速入口东侧、蚕种公司北侧,城西惠山区项目,
330,5b7f6ddde7986a2e106aaee6,[?梁溪?崇安?]?新生路与人民中路交汇处,东岭地产崇安项目,
331,5b7f6ddde7986a2e106aaee7,[?惠山?堰桥?]?沪宁高铁惠山站区万花路与中惠路交叉口...,国际金融中心项目,
332,5b7f6ddde7986a2e106aaee8,[?梁溪?南长?]?清扬路南长建设局大楼南侧,江苏五星实业南长区项目,
333,5b7f6ddde7986a2e106aaee9,[?滨湖?蠡湖?]?蠡湖大道东侧，金石路北侧 ，万顺路西...,太湖新城蠡湖大道项目,
334,5b7f6ddde7986a2e106aaeea,[?滨湖?太湖?]?丰润道与震泽路交汇处东北侧,国联房地产太湖新城项目,
335,5b7f6ddde7986a2e106aaeeb,[?惠山?堰桥?]?惠源路东侧、亿仁医院北侧,龙湖亿仁医院北地块,
336,5b7f6ddde7986a2e106aaeec,[?新吴?江溪?]?机场路以东、江溪路以南、锡士路以西、...,吉宝富力城南地块,
337,5b7f6ddde7986a2e106aaeed,[?滨湖?河埒?]?钱荣路与梅茶路交叉口西北侧,滨湖区荣巷街道项目,
338,5b7f6ddde7986a2e106aaeee,[?新吴?新安?]?宁乐路与清晏路交叉口西北侧,招商宁乐路地块,
339,5b7f6ddde7986a2e106aaeef,[?新吴?硕放?]?机场路南侧、硕梅路西侧、硕果路北侧,硕放房产新区项目,
340,5b7f6ddde7986a2e106aaef0,[?惠山?钱桥?]?新邺大道与玉泉路交叉口东北侧（晴山蓝...,大宗钢铁惠山项目,
341,5b7f6ddde7986a2e106aaef1,[?梁溪?南长?]?南长街西侧（原南长医院）,新港商业投资南长区项目,
342,5b7f6ddde7986a2e106aaef2,[?滨湖?河埒?]?青祁路与展西路交叉口西北侧,滨湖城市投资公司青祁路项目,
343,5b7f6ddde7986a2e106aaef3,[?滨湖?太湖?]?立信大道与周新路交叉口东南侧,周新立信大道地块,
344,5b7f6ddde7986a2e106aaef4,[?滨湖?太湖?]?周新路与立信大道交叉口西南侧,龙湖周新路南侧地块,
345,5b7f6ddde7986a2e106aaef5,[?滨湖?太湖?]?状元路与学府路交叉口西南侧,信义许舍地块,
346,5b7f6ddde7986a2e106aaef6,[?惠山?阳山?]?东至阳山镇派出所，南至环山路,新太阳房产阳山项目,
347,5b7f6ddde7986a2e106aaef7,[?滨湖?蠡湖?]?中桥苏锡路207号（贡湖大道西侧）,耘林锡海珈苑项目,
348,5b7f6ddde7986a2e106aaef8,[?惠山?洛社?]?新城西路与中央路交叉口东南侧,华广新城西路地块,
349,5b7f6ddde7986a2e106aaef9,[?惠山?堰桥?]?规划行知路南、政和大道北,惠山新城置业政和大道北项目,
350,5b7f6ddde7986a2e106aaefa,[?滨湖?太湖?]?新城吴都路与贡湖大道交汇处（瑞禾桥北...,兰桂坊地块,
351,5b7f6ddde7986a2e106aaefb,[?滨湖?太湖?]?五湖大道东侧、周新路南侧、大通路北侧...,深航置业五湖大道东项目,
352,5b7f6ddde7986a2e106aaefc,[?滨湖?太湖?]?和风路与贡湖大道交汇处西北侧,新震泽秀水坊项目,
353,5b7f6ddde7986a2e106aaefd,[?滨湖?太湖?]?太湖新城立德道与规划道路,新震泽实业太湖新城项目,
354,5b7f6ddde7986a2e106aaefe,[?滨湖?马山?]?陆马公路与常乐路交叉口西北侧,房开集团陆马公路项目,
355,5b7f6ddde7986a2e106aaeff,[?梁溪?南长?]?南长街与港务路交叉口西南侧,万科下甸桥地块,
356,5b7f6ddde7986a2e106aaf00,[?惠山?洛社?]?站前北路西侧洛南大道北侧,洛社城建洛南大道项目,
357,5b7f6ddde7986a2e106aaf01,[?无锡周边?江阴?]?江锋路北侧，望江公园东侧,蔚蓝滨江,8888
358,5b7f6ddde7986a2e106aaf02,[?无锡周边?江阴?]?长山大道29号,绿城东方香樟公馆,
359,5b7f6ddde7986a2e106aaf03,[?宜兴?宜城?]?东氿大道与龙潭路交叉处往南2公里,龙湖紫云台,600
360,5b7f6ddee7986a2e106aaf04,[?滨湖?蠡湖?]?蠡湖大道与湖滨路交叉口西侧,湖滨壹号,
361,5b7f6ddee7986a2e106aaf05,[?滨湖?太湖?]?观顺道，近方庙路,华府天地尊园,26000
362,5b7f6ddee7986a2e106aaf06,[?新吴?旺庄?]?锡兴路与泰山路交叉口西北侧（东鼎家园...,富力桃园,14000
363,5b7f6ddee7986a2e106aaf07,[?宜兴?宜城?]?太湖大道与学府东路交汇处,中梁壹号院,
364,5b7f6ddee7986a2e106aaf08,[?梁溪?南长?]?动力路,九龙仓玺园,
365,5b7f6ddee7986a2e106aaf09,[?锡山?锡东?]?锡东新城商务区山河路山河雅园80号,融创东方御园,
366,5b7f6ddee7986a2e106aaf0a,[?滨湖?太湖?]?高浪路与南湖大道交汇处,银城尚锦城,155
367,5b7f6ddee7986a2e106aaf0b,[?梁溪?北塘?]?广石路与凤翔路交汇处西侧(市北高中、...,富城湾,8500
368,5b7f6ddee7986a2e106aaf0c,[?新吴?旺庄?]?江华路与春华路交汇处（新之城乐购超市...,新城金郡,14000
369,5b7f6ddee7986a2e106aaf0d,[?新吴?江溪?]?春阳路与春合路交汇处,华宇观澜华府,8500
370,5b7f6ddee7986a2e106aaf0e,[?锡山?东亭?]?锡沪中路北、东亭中路东（锡山区政府向...,龙湖九墅,17000
371,5b7f6ddee7986a2e106aaf0f,[?惠山?堰桥?]?惠山大道1525号,华府庄园白金府邸,
372,5b7f6ddee7986a2e106aaf10,[?梁溪?南长?]?红星路28号（红星桥北侧）,天元世家,20000
373,5b7f6ddee7986a2e106aaf11,[?梁溪?北塘?]?品惠路近钱皋路,小天鹅品园,16000
374,5b7f6ddee7986a2e106aaf12,[?梁溪?崇安?]?锡沪路与江海路交叉口西北侧（江海街道...,红豆人民路九号,17000
375,5b7f6ddee7986a2e106aaf13,[?锡山?羊尖?]?育才路与新羊大道交汇处,御景华庭,290
376,5b7f6ddee7986a2e106aaf14,[?惠山?堰桥?]?西漳天一新街1号(旅游商贸学校旁),无锡阳光100国际新城,
377,5b7f6ddee7986a2e106aaf15,[?滨湖?太湖?]?滨湖区太湖新城观山路和瑞景道交界处（...,中海珑玺,16500
378,5b7f6ddee7986a2e106aaf16,[?新吴?旺庄?]?太湖大道南侧(春阳路与太湖大道交汇处...,花样年花郡,42
379,5b7f6ddee7986a2e106aaf17,[?惠山?玉祁?]?唐平路22号,东渡海韵艺墅香颂湾,6000
380,5b7f6ddee7986a2e106aaf18,[?梁溪?南长?]?通扬路与新光路交叉口南侧,复地源墅,500
381,5b7f6ddee7986a2e106aaf19,[?锡山?羊尖?]?育才南路22号,世纪嘉城,9000
382,5b7f6ddee7986a2e106aaf1a,[?梁溪?北塘?]?北塘区青石路与霞美路交叉口（交叉口东...,常发欧风新天地,9000
383,5b7f6ddee7986a2e106aaf1b,[?梁溪?崇安?]?广南路307号,月星国际,7000
384,5b7f6ddee7986a2e106aaf1c,[?惠山?洛社?]?石狮路101号,溪畔橡园,
385,5b7f6ddee7986a2e106aaf1d,[?惠山?阳山?]?陆区安阳山路(农贸市场东南面),桃园山庄,
386,5b7f6ddee7986a2e106aaf1e,[?滨湖?太湖?]?观顺道，近信成道,万科信成道,24000
387,5b7f6ddee7986a2e106aaf1f,[?梁溪?崇安?]?学前东路1288号(华东商贸城斜对面),银仁御墅花园,9500
388,5b7f6ddee7986a2e106aaf20,[?梁溪?北塘?]?盛岸路258号(二泉花园斜对面),蓉湖山水,9500
389,5b7f6ddee7986a2e106aaf21,[?惠山?长安?]?长安（长安社区内）,长安人家,6100
390,5b7f6ddee7986a2e106aaf22,[?滨湖?太湖?]?瑞景道与震泽路交汇处,水清木华,
391,5b7f6ddee7986a2e106aaf23,"[?惠山?玉祁?]?武玉路,近海瑞路",盈科花园,6000
392,5b7f6ddee7986a2e106aaf24,[?滨湖?马山?]?太湖国际旅游度假区（十里明珠堤西侧）,碧桂园玲珑湾,
393,5b7f6ddee7986a2e106aaf25,[?惠山?钱桥?]?钱桥大街北、育新路西,永利翡翠庄园,
394,5b7f6ddee7986a2e106aaf26,[?惠山?长安?]?长宁路62号,祥育苑,6500
395,5b7f6ddee7986a2e106aaf27,[?新吴?梅村?]?梅村街道锡贤路南，新洲路东,吴都金梅苑,6000
396,5b7f6ddee7986a2e106aaf28,[?滨湖?蠡湖?]?蠡湖大道与周新路交叉口西南侧(威尼斯...,保利香槟国际,11800
397,5b7f6ddee7986a2e106aaf29,[?梁溪?崇安?]?广瑞路与锡沪路交叉口(东北侧),弘阳上品,7400
398,5b7f6ddee7986a2e106aaf2a,[?锡山?锡东?]?新华路与锦安南路交界处（天一中学西侧...,无锡蓝光COCO蜜园,7500
399,5b7f6ddee7986a2e106aaf2b,[?惠山?堰桥?]?政和大道99号(乐购对面),复地公园城邦达令港,
400,5b7f6ddee7986a2e106aaf2c,[?锡山?东亭?]?学前东路与华夏路交叉口,春江花园三期,
401,5b7f6ddee7986a2e106aaf2d,[?滨湖?河埒?]?建筑路与隐秀路交叉口,瑜憬湾花园,
402,5b7f6ddee7986a2e106aaf2e,[?惠山?堰桥?]?惠山大道惠山大桥北（惠山大道与金惠路...,绿地波士顿公馆,
403,5b7f6ddee7986a2e106aaf2f,[?滨湖?蠡湖?]?山水东路105号（湖玺庄园斜对面）,太湖畔山庄园,488
404,5b7f6ddee7986a2e106aaf30,[?锡山?东港?]?东升路西、阳光路南,红豆尚东院,
405,5b7f6ddee7986a2e106aaf31,[?梁溪?北塘?]?凤翔路与青石西路交叉口北侧(维也纳大...,正祥梧桐水岸,7500
406,5b7f6ddee7986a2e106aaf32,[?梁溪?北塘?]?锡澄路222号(锡澄路与锡沪西路交汇处，...,元一蔚蓝观邸,
407,5b7f6ddee7986a2e106aaf33,[?锡山?八士?]?团结路与锡港路交汇处,鸿景华庭,3600
408,5b7f6ddee7986a2e106aaf34,[?新吴?硕放?]?通祥路(通祥路与南星路交界处，上海华...,空港一号,
409,5b7f6ddee7986a2e106aaf35,[?锡山?东港?]?锡港路与健康路交汇处西北侧（红豆股份...,红豆城市广场,
410,5b7f6ddee7986a2e106aaf36,[?新吴?旺庄?]?长江北路(长江北路与旺庄路交汇处),润泽东都二期宽域,
411,5b7f6ddee7986a2e106aaf37,[?梁溪?北塘?]?惠钱路与惠峰路交汇处（内环惠山隧道口...,中锐海尚映象,
412,5b7f6ddee7986a2e106aaf38,[?惠山?洛社?]?杨市园大街与钢铁路交汇处,金茂杨墅园,5400
413,5b7f6ddee7986a2e106aaf39,[?梁溪?崇安?]?人民路与广瑞路的交汇处(无锡广播电视...,常工城尚城,
414,5b7f6ddee7986a2e106aaf3a,[?滨湖?太湖?]?蠡湖大道与吴都路交汇处,融绿星光广场,8000
415,5b7f6ddee7986a2e106aaf3b,[?惠山?堰桥?]?西漳老街西侧（西漳社区旁）,银河湾紫苑,
416,5b7f6ddee7986a2e106aaf3c,[?新吴?江溪?]?长江北路和金城路的交汇处,朗诗天萃,16000
417,5b7f6ddee7986a2e106aaf3d,[?滨湖?太湖?]?蠡湖大道与周新西路交汇处,太湖国际社区,10500
418,5b7f6ddee7986a2e106aaf3e,[?滨湖?太湖?]?太湖街道周新中路88号（五湖大道和观山...,融科玖玖城,
419,5b7f6ddee7986a2e106aaf3f,[?滨湖?河埒?]?梁溪路6号(梁溪路与蠡溪路口西南侧),富安华庭,
420,5b7f6ddfe7986a2e106aaf40,[?梁溪?南长?]?永乐路与通扬路交汇处（新天地休闲广场...,永通公馆,
421,5b7f6ddfe7986a2e106aaf41,[?锡山?东亭?]?新明路59号(天一中学北面),首创隽府,
422,5b7f6ddfe7986a2e106aaf42,[?梁溪?北塘?]?北塘区石门路西侧（原山北小学所在地）,明鸿春晓,82
423,5b7f6ddfe7986a2e106aaf43,[?新吴?旺庄?]?旺庄东路199-12号,新都会花园铂金公馆,
424,5b7f6ddfe7986a2e106aaf44,[?锡山?安镇?]?镇北路与鑫安路交汇处,和泽佳苑,
425,5b7f6ddfe7986a2e106aaf45,[?滨湖?蠡湖?]?蠡溪路近中南西路,蠡湖香榭,
426,5b7f6ddfe7986a2e106aaf46,[?惠山?堰桥?]?华惠路与惠绿路交汇处,融绿理想湾,
427,5b7f6ddfe7986a2e106aaf47,[?惠山?堰桥?]?欣惠路,天力百好锦园,
428,5b7f6ddfe7986a2e106aaf48,[?惠山?洛社?]?洛社新城洛城大道雅中路,洛城橙郡,
429,5b7f6ddfe7986a2e106aaf49,[?新吴?新安?]?湖景路与净慧西道交叉口(无锡太湖国际...,龙湖滟澜山,
430,5b7f6ddfe7986a2e106aaf4a,[?惠山?堰桥?]?西漳天一新街7号,天池湾,7000
431,5b7f6ddfe7986a2e106aaf4b,[?梁溪?南长?]?南长街688号（南长街与金城路的交叉路...,古韵坊,250
432,5b7f6ddfe7986a2e106aaf4c,[?梁溪?南长?]?学前东路北侧塘南路西侧,星海公馆,
433,5b7f6ddfe7986a2e106aaf4d,[?惠山?堰桥?]?政和大道300号（政和大道和惠源路交汇...,天力正和花园,
434,5b7f6ddfe7986a2e106aaf4e,[?惠山?前洲?]?锡玉路,星洲名园,
435,5b7f6ddfe7986a2e106aaf4f,[?惠山?堰桥?]?惠山区惠山新城惠山大道金惠路交界处（...,融创理想城市,
436,5b7f6ddfe7986a2e106aaf50,[?梁溪?北塘?]?凤宾路与民丰路交汇处(北塘区行政中心...,盛世新城,
437,5b7f6ddfe7986a2e106aaf51,[?新吴?梅村?]?锡义路西梅花园15-18（泰伯大道与新韵...,香格梅里公馆,
438,5b7f6ddfe7986a2e106aaf52,[?锡山?东亭?]?锡沪路与东亭路交汇处,华夏春晓,
439,5b7f6ddfe7986a2e106aaf53,[?惠山?玉祁?]?唐平大道与振祁路交汇处（薛暮桥故居）,宝龙湖畔花城,
440,5b7f6ddfe7986a2e106aaf54,[?滨湖?湖滨路?]?锡南路216-3号（东绛中学对面）,世家名门,
441,5b7f6ddfe7986a2e106aaf55,[?滨湖?河埒?]?梁溪路800-2号(鸿桥路与大池路交叉口西...,山语银城,
442,5b7f6ddfe7986a2e106aaf56,[?梁溪?崇安?]?靖海公园斜对面,金科观天下,
443,5b7f6ddfe7986a2e106aaf57,[?惠山?堰桥?]?文惠路31号（政和大道与惠源路东交汇处...,百大春城,
444,5b7f6ddfe7986a2e106aaf58,[?锡山?锡北?]?镇泾西村（西北村中心幼儿园背后）,泾秀苑,
445,5b7f6ddfe7986a2e106aaf59,[?滨湖?马山?]?银湖路和环港路交叉路口,湖山湾家园,8250
446,5b7f6ddfe7986a2e106aaf5a,[?滨湖?太湖?]?滨湖区太湖新城金融一街10号楼（市民中...,无锡金融中心,17000
447,5b7f6ddfe7986a2e106aaf5b,[?滨湖?河埒?]?滨湖区梁清路（梁清路与蠡溪路交界处）,阳光嘉园,
448,5b7f6ddfe7986a2e106aaf5c,[?滨湖?马山?]?振胡路与环镇北路交汇处,凡尔赛庄园,
449,5b7f6ddfe7986a2e106aaf5d,[?新吴?坊前?]?行创六路7号(欧际风情广场西侧),星尚国际公寓,
450,5b7f6de0e7986a2e106aaf5e,[?锡山?锡北?]?镇泾西村（西北村中心幼儿园背后）,泾秀苑,
451,5b7f6de0e7986a2e106aaf5f,[?锡山?羊尖?]?锡山区羊尖镇神羊路东、育才路北（玉祁...,学府小区,
452,5b7f6de0e7986a2e106aaf60,[?梁溪?南长?]?清扬路26号（文隆大厦旁）,天诚大厦,
453,5b7f6de0e7986a2e106aaf61,[?滨湖?太湖?]?新市民中心东侧(观山路与瑞景道交叉口...,朗诗太湖绿郡,
454,5b7f6de0e7986a2e106aaf62,[?滨湖?太湖?]?信成道与闪溪河交汇处,中锐琅石名筑,24000
455,5b7f6de0e7986a2e106aaf63,"[?新吴?梅村?]?新韵北路,近锡贤路",碧桂园梅公馆,220
456,5b7f6de0e7986a2e106aaf64,[?新吴?新安?]?华谊路与具区路交叉口东北角,领秀琥珀澜湾,
457,5b7f6de0e7986a2e106aaf65,[?新吴?梅村?]?锡义西路，近新洲路,万科维园,15000
458,5b7f6de0e7986a2e106aaf66,[?锡山?东亭?]?锡沪路与云林路交叉口,蓝光五彩城,14000
459,5b7f6de0e7986a2e106aaf67,[?滨湖?蠡湖?]?中南西路蠡溪路交汇处西南侧,路劲天御,
460,5b7f6de0e7986a2e106aaf68,[?梁溪?南长?]?健康路与开源大桥交汇处向东120米（运...,银城京梁合,25000
